seq,chapter,sentence,slen,note,noun,verb,adj,adv,con,pron,punct,dt,other,text,pos
1894,23,16,57,,15,11,7,6,11,3,6,2,3,"Lady Lucas could not be insensible of triumph on being able to retort on Mrs. Bennet the comfort of having a daughter well married; and she called at Longbourn rather oftener than usual to say how happy she was, though Mrs. Bennet's sour looks and ill-natured remarks might have been enough to drive happiness away.","[('Lady', 'NNP'), ('Lucas', 'NNP'), ('could', 'MD'), ('not', 'RB'), ('be', 'VB'), ('insensible', 'JJ'), ('of', 'IN'), ('triumph', 'NN'), ('on', 'IN'), ('being', 'VBG'), ('able', 'JJ'), ('to', 'TO'), ('retort', 'VB'), ('on', 'IN'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), ('the', 'DT'), ('comfort', 'NN'), ('of', 'IN'), ('having', 'VBG'), ('a', 'DT'), ('daughter', 'NN'), ('well', 'RB'), ('married', 'VBN'), (';', ':'), ('and', 'CC'), ('she', 'PRP'), ('called', 'VBD'), ('at', 'IN'), ('Longbourn', 'NNP'), ('rather', 'RB'), ('oftener', 'JJR'), ('than', 'IN'), ('usual', 'JJ'), ('to', 'TO'), ('say', 'VB'), ('how', 'WRB'), ('happy', 'JJ'), ('she', 'PRP'), ('was', 'VBD'), (',', ','), ('though', 'RB'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('sour', 'PRP$'), ('looks', 'NNS'), ('and', 'CC'), ('ill', 'NN'), ('-', ':'), ('natured', 'VBN'), ('remarks', 'NNS'), ('might', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('enough', 'JJ'), ('to', 'TO'), ('drive', 'JJ'), ('happiness', 'NN'), ('away', 'RB'), ('.', '.')]"
1895,23,17,30,,6,5,2,4,6,2,2,3,2,Between Elizabeth and Charlotte there was a restraint which kept them mutually silent on the subject; and Elizabeth felt persuaded that no real confidence could ever subsist between them again.,"[('Between', 'IN'), ('Elizabeth', 'NNP'), ('and', 'CC'), ('Charlotte', 'NNP'), ('there', 'RB'), ('was', 'VBD'), ('a', 'DT'), ('restraint', 'NN'), ('which', 'WDT'), ('kept', 'VBD'), ('them', 'PRP'), ('mutually', 'RB'), ('silent', 'JJ'), ('on', 'IN'), ('the', 'DT'), ('subject', 'NN'), (';', ':'), ('and', 'CC'), ('Elizabeth', 'NNP'), ('felt', 'VBD'), ('persuaded', 'VBN'), ('that', 'IN'), ('no', 'DT'), ('real', 'JJ'), ('confidence', 'NN'), ('could', 'MD'), ('ever', 'RB'), ('subsist', 'VB'), ('between', 'IN'), ('them', 'PRP'), ('again', 'RB'), ('.', '.')]"
1896,23,18,52,,12,11,5,3,10,9,4,1,1,"Her disappointment in Charlotte made her turn with fonder regard to her sister, of whose rectitude and delicacy she was sure her opinion could never be shaken, and for whose happiness she grew daily more anxious, as Bingley had now been gone a week and nothing more was heard of his return.","[('Her', 'PRP$'), ('disappointment', 'NN'), ('in', 'IN'), ('Charlotte', 'NNP'), ('made', 'VBD'), ('her', 'PRP'), ('turn', 'VB'), ('with', 'IN'), ('fonder', 'JJR'), ('regard', 'NN'), ('to', 'TO'), ('her', 'PRP$'), ('sister', 'NN'), (',', ','), ('of', 'IN'), ('whose', 'WP$'), ('rectitude', 'NN'), ('and', 'CC'), ('delicacy', 'NN'), ('she', 'PRP'), ('was', 'VBD'), ('sure', 'JJ'), ('her', 'PRP$'), ('opinion', 'NN'), ('could', 'MD'), ('never', 'RB'), ('be', 'VB'), ('shaken', 'VBN'), (',', ','), ('and', 'CC'), ('for', 'IN'), ('whose', 'WP$'), ('happiness', 'NN'), ('she', 'PRP'), ('grew', 'VBD'), ('daily', 'JJ'), ('more', 'JJR'), ('anxious', 'JJ'), (',', ','), ('as', 'IN'), ('Bingley', 'NNP'), ('had', 'VBD'), ('now', 'RB'), ('been', 'VBN'), ('gone', 'VBN'), ('a', 'DT'), ('week', 'NN'), ('and', 'CC'), ('nothing', 'NN'), ('more', 'RBR'), ('was', 'VBD'), ('heard', 'VBN'), ('of', 'IN'), ('his', 'PRP$'), ('return', 'NN'), ('.', '.')]"
1897,23,19,23,,5,7,1,2,3,2,2,2,1,"Jane had sent Caroline an early answer to her letter, and was counting the days till she might reasonably hope to hear again.","[('Jane', 'NNP'), ('had', 'VBD'), ('sent', 'VBN'), ('Caroline', 'NNP'), ('an', 'DT'), ('early', 'JJ'), ('answer', 'NN'), ('to', 'TO'), ('her', 'PRP$'), ('letter', 'NN'), (',', ','), ('and', 'CC'), ('was', 'VBD'), ('counting', 'VBG'), ('the', 'DT'), ('days', 'NNS'), ('till', 'VBP'), ('she', 'PRP'), ('might', 'MD'), ('reasonably', 'RB'), ('hope', 'VB'), ('to', 'TO'), ('hear', 'VB'), ('again', 'RB'), ('.', '.')]"
1898,23,20,34,,11,7,0,0,8,1,4,5,3,"The promised letter of thanks from Mr. Collins arrived on Tuesday, addressed to their father, and written with all the solemnity of gratitude which a twelvemonth's abode in the family might have prompted.","[('The', 'DT'), ('promised', 'VBN'), ('letter', 'NN'), ('of', 'IN'), ('thanks', 'NNS'), ('from', 'IN'), ('Mr', 'NNP'), ('.', '.'), ('Collins', 'NNP'), ('arrived', 'VBD'), ('on', 'IN'), ('Tuesday', 'NNP'), (',', ','), ('addressed', 'VBD'), ('to', 'TO'), ('their', 'PRP$'), ('father', 'NN'), (',', ','), ('and', 'CC'), ('written', 'VBN'), ('with', 'IN'), ('all', 'DT'), ('the', 'DT'), ('solemnity', 'NN'), ('of', 'IN'), ('gratitude', 'NN'), ('which', 'WDT'), ('a', 'DT'), ('twelvemonth', 'NN'), (""'"", ""''""), ('s', 'NNS'), ('abode', 'VBP'), ('in', 'IN'), ('the', 'DT'), ('family', 'NN'), ('might', 'MD'), ('have', 'VB'), ('prompted', 'VBN'), ('.', '.')]"
1899,23,21,118,,25,21,9,9,27,18,12,6,3,"After discharging his conscience on that head, he proceeded to inform them, with many rapturous expressions, of his happiness in having obtained the affection of their amiable neighbour, Miss Lucas, and then explained that it was merely with the view of enjoying her society that he had been so ready to close with their kind wish of seeing him again at Longbourn, whither he hoped to be able to return on Monday fortnight; for Lady Catherine, he added, so heartily approved his marriage, that she wished it to take place as soon as possible, which he trusted would be an unanswerable argument with his amiable Charlotte to name an early day for making him the happiest of men.","[('After', 'IN'), ('discharging', 'VBG'), ('his', 'PRP$'), ('conscience', 'NN'), ('on', 'IN'), ('that', 'DT'), ('head', 'NN'), (',', ','), ('he', 'PRP'), ('proceeded', 'VBD'), ('to', 'TO'), ('inform', 'NN'), ('them', 'PRP'), (',', ','), ('with', 'IN'), ('many', 'JJ'), ('rapturous', 'JJ'), ('expressions', 'NNS'), (',', ','), ('of', 'IN'), ('his', 'PRP$'), ('happiness', 'NN'), ('in', 'IN'), ('having', 'NN'), ('obtained', 'VBD'), ('the', 'DT'), ('affection', 'NN'), ('of', 'IN'), ('their', 'PRP$'), ('amiable', 'JJ'), ('neighbour', 'NN'), (',', ','), ('Miss', 'NNP'), ('Lucas', 'NNP'), (',', ','), ('and', 'CC'), ('then', 'RB'), ('explained', 'VBD'), ('that', 'IN'), ('it', 'PRP'), ('was', 'VBD'), ('merely', 'RB'), ('with', 'IN'), ('the', 'DT'), ('view', 'NN'), ('of', 'IN'), ('enjoying', 'VBG'), ('her', 'PRP$'), ('society', 'NN'), ('that', 'WDT'), ('he', 'PRP'), ('had', 'VBD'), ('been', 'VBN'), ('so', 'RB'), ('ready', 'RB'), ('to', 'TO'), ('close', 'VB'), ('with', 'IN'), ('their', 'PRP$'), ('kind', 'NN'), ('wish', 'NN'), ('of', 'IN'), ('seeing', 'VBG'), ('him', 'PRP'), ('again', 'RB'), ('at', 'IN'), ('Longbourn', 'NNP'), (',', ','), ('whither', 'RB'), ('he', 'PRP'), ('hoped', 'VBD'), ('to', 'TO'), ('be', 'VB'), ('able', 'JJ'), ('to', 'TO'), ('return', 'VB'), ('on', 'IN'), ('Monday', 'NNP'), ('fortnight', 'NN'), (';', ':'), ('for', 'IN'), ('Lady', 'NNP'), ('Catherine', 'NNP'), (',', ','), ('he', 'PRP'), ('added', 'VBD'), (',', ','), ('so', 'RB'), ('heartily', 'RB'), ('approved', 'VBN'), ('his', 'PRP$'), ('marriage', 'NN'), (',', ','), ('that', 'IN'), ('she', 'PRP'), ('wished', 'VBD'), ('it', 'PRP'), ('to', 'TO'), ('take', 'VB'), ('place', 'NN'), ('as', 'IN'), ('soon', 'RB'), ('as', 'IN'), ('possible', 'JJ'), (',', ','), ('which', 'WDT'), ('he', 'PRP'), ('trusted', 'VBD'), ('would', 'MD'), ('be', 'VB'), ('an', 'DT'), ('unanswerable', 'JJ'), ('argument', 'NN'), ('with', 'IN'), ('his', 'PRP$'), ('amiable', 'JJ'), ('Charlotte', 'NNP'), ('to', 'TO'), ('name', 'VB'), ('an', 'DT'), ('early', 'JJ'), ('day', 'NN'), ('for', 'IN'), ('making', 'VBG'), ('him', 'PRP'), ('the', 'DT'), ('happiest', 'JJS'), ('of', 'IN'), ('men', 'NNS'), ('.', '.')]"
1900,23,22,16,,9,2,0,0,3,0,3,2,1,Mr. Collins's return into Hertfordshire was no longer a matter of pleasure to Mrs. Bennet.,"[('Mr', 'NNP'), ('.', '.'), ('Collins', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('return', 'VBP'), ('into', 'IN'), ('Hertfordshire', 'NNP'), ('was', 'VBD'), ('no', 'DT'), ('longer', 'NN'), ('a', 'DT'), ('matter', 'NN'), ('of', 'IN'), ('pleasure', 'NN'), ('to', 'TO'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), ('.', '.')]"
1901,23,23,15,,2,3,1,1,4,3,2,1,0,"On the contrary, she was as much disposed to complain of it as her husband.","[('On', 'IN'), ('the', 'DT'), ('contrary', 'NN'), (',', ','), ('she', 'PRP'), ('was', 'VBD'), ('as', 'RB'), ('much', 'JJ'), ('disposed', 'VBN'), ('to', 'TO'), ('complain', 'VB'), ('of', 'IN'), ('it', 'PRP'), ('as', 'IN'), ('her', 'PRP$'), ('husband', 'NN'), ('.', '.')]"
1902,23,24,23,,3,3,3,5,5,3,2,0,1,It was very strange that he should come to Longbourn instead of to Lucas Lodge; it was also very inconvenient and exceedingly troublesome.,"[('It', 'PRP'), ('was', 'VBD'), ('very', 'RB'), ('strange', 'JJ'), ('that', 'IN'), ('he', 'PRP'), ('should', 'MD'), ('come', 'VB'), ('to', 'TO'), ('Longbourn', 'NNP'), ('instead', 'RB'), ('of', 'IN'), ('to', 'TO'), ('Lucas', 'NNP'), ('Lodge', 'NNP'), (';', ':'), ('it', 'PRP'), ('was', 'VBD'), ('also', 'RB'), ('very', 'RB'), ('inconvenient', 'JJ'), ('and', 'CC'), ('exceedingly', 'RB'), ('troublesome', 'JJ'), ('.', '.')]"
1903,23,25,22,,5,4,3,1,4,2,2,3,0,"She hated having visitors in the house while her health was so indifferent, and lovers were of all people the most disagreeable.","[('She', 'PRP'), ('hated', 'VBD'), ('having', 'VBG'), ('visitors', 'NNS'), ('in', 'IN'), ('the', 'DT'), ('house', 'NN'), ('while', 'IN'), ('her', 'PRP$'), ('health', 'NN'), ('was', 'VBD'), ('so', 'RB'), ('indifferent', 'JJ'), (',', ','), ('and', 'CC'), ('lovers', 'NNS'), ('were', 'VBD'), ('of', 'IN'), ('all', 'DT'), ('people', 'NNS'), ('the', 'DT'), ('most', 'JJS'), ('disagreeable', 'JJ'), ('.', '.')]"
1904,23,26,23,,9,3,3,1,4,1,4,2,1,"Such were the gentle murmurs of Mrs. Bennet, and they gave way only to the greater distress of Mr. Bingley's continued absence.","[('Such', 'JJ'), ('were', 'VBD'), ('the', 'DT'), ('gentle', 'JJ'), ('murmurs', 'NNS'), ('of', 'IN'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), (',', ','), ('and', 'CC'), ('they', 'PRP'), ('gave', 'VBD'), ('way', 'NN'), ('only', 'RB'), ('to', 'TO'), ('the', 'DT'), ('greater', 'JJR'), ('distress', 'NN'), ('of', 'IN'), ('Mr', 'NNP'), ('.', '.'), ('Bingley', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('continued', 'VBD'), ('absence', 'NN'), ('.', '.')]"
1905,23,27,9,,3,1,1,0,2,0,1,2,0,Neither Jane nor Elizabeth were comfortable on this subject.,"[('Neither', 'DT'), ('Jane', 'NNP'), ('nor', 'CC'), ('Elizabeth', 'NNP'), ('were', 'VBD'), ('comfortable', 'JJ'), ('on', 'IN'), ('this', 'DT'), ('subject', 'NN'), ('.', '.')]"
1906,23,28,49,,11,7,4,5,10,3,4,6,3,"Day after day passed away without bringing any other tidings of him than the report which shortly prevailed in Meryton of his coming no more to Netherfield the whole winter; a report which highly incensed Mrs. Bennet, and which she never failed to contradict as a most scandalous falsehood.","[('Day', 'NNP'), ('after', 'IN'), ('day', 'NN'), ('passed', 'VBD'), ('away', 'RB'), ('without', 'IN'), ('bringing', 'VBG'), ('any', 'DT'), ('other', 'JJ'), ('tidings', 'NNS'), ('of', 'IN'), ('him', 'PRP'), ('than', 'IN'), ('the', 'DT'), ('report', 'NN'), ('which', 'WDT'), ('shortly', 'RB'), ('prevailed', 'VBD'), ('in', 'IN'), ('Meryton', 'NNP'), ('of', 'IN'), ('his', 'PRP$'), ('coming', 'VBG'), ('no', 'DT'), ('more', 'JJR'), ('to', 'TO'), ('Netherfield', 'NNP'), ('the', 'DT'), ('whole', 'JJ'), ('winter', 'NN'), (';', ':'), ('a', 'DT'), ('report', 'NN'), ('which', 'WDT'), ('highly', 'RB'), ('incensed', 'VBD'), ('Mrs', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), (',', ','), ('and', 'CC'), ('which', 'WDT'), ('she', 'PRP'), ('never', 'RB'), ('failed', 'VBD'), ('to', 'TO'), ('contradict', 'VB'), ('as', 'IN'), ('a', 'DT'), ('most', 'RBS'), ('scandalous', 'JJ'), ('falsehood', 'NN'), ('.', '.')]"
1907,23,29,21,,4,4,2,3,5,2,3,0,1,Even Elizabeth began to fear--not that Bingley was indifferent--but that his sisters would be successful in keeping him away.,"[('Even', 'RB'), ('Elizabeth', 'NNP'), ('began', 'VBD'), ('to', 'TO'), ('fear', 'VB'), ('--', ':'), ('not', 'RB'), ('that', 'IN'), ('Bingley', 'NNP'), ('was', 'VBD'), ('indifferent', 'JJ'), ('--', ':'), ('but', 'CC'), ('that', 'IN'), ('his', 'PRP$'), ('sisters', 'NNS'), ('would', 'MD'), ('be', 'VB'), ('successful', 'JJ'), ('in', 'IN'), ('keeping', 'NN'), ('him', 'PRP'), ('away', 'RB'), ('.', '.')]"
1908,23,30,30,,6,5,2,3,7,4,3,2,2,"Unwilling as she was to admit an idea so destructive of Jane's happiness, and so dishonorable to the stability of her lover, she could not prevent its frequently occurring.","[('Unwilling', 'VBG'), ('as', 'IN'), ('she', 'PRP'), ('was', 'VBD'), ('to', 'TO'), ('admit', 'VB'), ('an', 'DT'), ('idea', 'NN'), ('so', 'IN'), ('destructive', 'JJ'), ('of', 'IN'), ('Jane', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('happiness', 'NN'), (',', ','), ('and', 'CC'), ('so', 'RB'), ('dishonorable', 'JJ'), ('to', 'TO'), ('the', 'DT'), ('stability', 'NN'), ('of', 'IN'), ('her', 'PRP$'), ('lover', 'NN'), (',', ','), ('she', 'PRP'), ('could', 'MD'), ('not', 'RB'), ('prevent', 'VB'), ('its', 'PRP$'), ('frequently', 'RB'), ('occurring', 'VBG'), ('.', '.')]"
1909,23,31,37,,11,5,0,2,9,4,4,4,2,"The united efforts of his two unfeeling sisters and of his overpowering friend, assisted by the attractions of Miss Darcy and the amusements of London might be too much, she feared, for the strength of his attachment.","[('The', 'DT'), ('united', 'VBN'), ('efforts', 'NNS'), ('of', 'IN'), ('his', 'PRP$'), ('two', 'CD'), ('unfeeling', 'VBG'), ('sisters', 'NNS'), ('and', 'CC'), ('of', 'IN'), ('his', 'PRP$'), ('overpowering', 'NN'), ('friend', 'NN'), (',', ','), ('assisted', 'VBN'), ('by', 'IN'), ('the', 'DT'), ('attractions', 'NNS'), ('of', 'IN'), ('Miss', 'NNP'), ('Darcy', 'NNP'), ('and', 'CC'), ('the', 'DT'), ('amusements', 'NNS'), ('of', 'IN'), ('London', 'NNP'), ('might', 'MD'), ('be', 'VB'), ('too', 'RB'), ('much', 'RB'), (',', ','), ('she', 'PRP'), ('feared', 'VBD'), (',', ','), ('for', 'IN'), ('the', 'DT'), ('strength', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('attachment', 'NN'), ('.', '.')]"
1910,23,32,37,,10,5,2,4,11,3,8,2,1,"As for Jane, _her_ anxiety under this suspense was, of course, more painful than Elizabeth's, but whatever she felt she was desirous of concealing, and between herself and Elizabeth, therefore, the subject was never alluded to.","[('As', 'IN'), ('for', 'IN'), ('Jane', 'NNP'), (',', ','), ('_her_', 'NNP'), ('anxiety', 'NN'), ('under', 'IN'), ('this', 'DT'), ('suspense', 'NN'), ('was', 'VBD'), (',', ','), ('of', 'IN'), ('course', 'NN'), (',', ','), ('more', 'RBR'), ('painful', 'JJ'), ('than', 'IN'), ('Elizabeth', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), (',', ','), ('but', 'CC'), ('whatever', 'RB'), ('she', 'PRP'), ('felt', 'VBD'), ('she', 'PRP'), ('was', 'VBD'), ('desirous', 'JJ'), ('of', 'IN'), ('concealing', 'NN'), (',', ','), ('and', 'CC'), ('between', 'IN'), ('herself', 'PRP'), ('and', 'CC'), ('Elizabeth', 'NNP'), (',', ','), ('therefore', 'RB'), (',', ','), ('the', 'DT'), ('subject', 'NN'), ('was', 'VBD'), ('never', 'RB'), ('alluded', 'VBN'), ('to', 'TO'), ('.', '.')]"
1911,23,33,46,,9,9,2,6,9,7,4,2,2,"But as no such delicacy restrained her mother, an hour seldom passed in which she did not talk of Bingley, express her impatience for his arrival, or even require Jane to confess that if he did not come back she would think herself very ill used.","[('But', 'CC'), ('as', 'IN'), ('no', 'DT'), ('such', 'JJ'), ('delicacy', 'NN'), ('restrained', 'VBD'), ('her', 'PRP'), ('mother', 'RB'), (',', ','), ('an', 'DT'), ('hour', 'NN'), ('seldom', 'NN'), ('passed', 'VBD'), ('in', 'IN'), ('which', 'WDT'), ('she', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('talk', 'VB'), ('of', 'IN'), ('Bingley', 'NNP'), (',', ','), ('express', 'NN'), ('her', 'PRP$'), ('impatience', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('arrival', 'NN'), (',', ','), ('or', 'CC'), ('even', 'RB'), ('require', 'VB'), ('Jane', 'NNP'), ('to', 'TO'), ('confess', 'NN'), ('that', 'IN'), ('if', 'IN'), ('he', 'PRP'), ('did', 'VBD'), ('not', 'RB'), ('come', 'VBN'), ('back', 'RB'), ('she', 'PRP'), ('would', 'MD'), ('think', 'VB'), ('herself', 'PRP'), ('very', 'RB'), ('ill', 'JJ'), ('used', 'VBN'), ('.', '.')]"
1912,23,34,14,,4,2,2,1,2,1,1,1,2,It needed all Jane's steady mildness to bear these attacks with tolerable tranquillity.,"[('It', 'PRP'), ('needed', 'VBD'), ('all', 'PDT'), ('Jane', 'NNP'), (""'"", 'POS'), ('s', 'NNS'), ('steady', 'RB'), ('mildness', 'JJ'), ('to', 'TO'), ('bear', 'VB'), ('these', 'DT'), ('attacks', 'NNS'), ('with', 'IN'), ('tolerable', 'JJ'), ('tranquillity', 'NN'), ('.', '.')]"
1913,23,35,26,,7,4,2,5,5,3,3,0,0,"Mr. Collins returned most punctually on Monday fortnight, but his reception at Longbourn was not quite so gracious as it had been on his first introduction.","[('Mr', 'NNP'), ('.', '.'), ('Collins', 'NNP'), ('returned', 'VBD'), ('most', 'RBS'), ('punctually', 'RB'), ('on', 'IN'), ('Monday', 'NNP'), ('fortnight', 'NN'), (',', ','), ('but', 'CC'), ('his', 'PRP$'), ('reception', 'NN'), ('at', 'IN'), ('Longbourn', 'NNP'), ('was', 'VBD'), ('not', 'RB'), ('quite', 'RB'), ('so', 'RB'), ('gracious', 'JJ'), ('as', 'IN'), ('it', 'PRP'), ('had', 'VBD'), ('been', 'VBN'), ('on', 'IN'), ('his', 'PRP$'), ('first', 'JJ'), ('introduction', 'NN'), ('.', '.')]"
1914,23,36,28,,6,3,4,3,6,3,6,3,0,"He was too happy, however, to need much attention; and luckily for the others, the business of love-making relieved them from a great deal of his company.","[('He', 'PRP'), ('was', 'VBD'), ('too', 'RB'), ('happy', 'JJ'), (',', ','), ('however', 'RB'), (',', ','), ('to', 'TO'), ('need', 'VB'), ('much', 'JJ'), ('attention', 'NN'), (';', ':'), ('and', 'CC'), ('luckily', 'RB'), ('for', 'IN'), ('the', 'DT'), ('others', 'NNS'), (',', ','), ('the', 'DT'), ('business', 'NN'), ('of', 'IN'), ('love', 'NN'), ('-', ':'), ('making', 'VBG'), ('relieved', 'JJ'), ('them', 'PRP'), ('from', 'IN'), ('a', 'DT'), ('great', 'JJ'), ('deal', 'NN'), ('of', 'IN'), ('his', 'PRP$'), ('company', 'NN'), ('.', '.')]"
1915,23,37,34,,9,6,0,2,10,3,2,4,0,"The chief of every day was spent by him at Lucas Lodge, and he sometimes returned to Longbourn only in time to make an apology for his absence before the family went to bed.","[('The', 'DT'), ('chief', 'NN'), ('of', 'IN'), ('every', 'DT'), ('day', 'NN'), ('was', 'VBD'), ('spent', 'VBN'), ('by', 'IN'), ('him', 'PRP'), ('at', 'IN'), ('Lucas', 'NNP'), ('Lodge', 'NNP'), (',', ','), ('and', 'CC'), ('he', 'PRP'), ('sometimes', 'RB'), ('returned', 'VBD'), ('to', 'TO'), ('Longbourn', 'NNP'), ('only', 'RB'), ('in', 'IN'), ('time', 'NN'), ('to', 'TO'), ('make', 'VB'), ('an', 'DT'), ('apology', 'NN'), ('for', 'IN'), ('his', 'PRP$'), ('absence', 'NN'), ('before', 'IN'), ('the', 'DT'), ('family', 'NN'), ('went', 'VBD'), ('to', 'TO'), ('bed', 'VBN'), ('.', '.')]"
1916,23,38,9,,3,1,1,2,1,0,2,1,0,Mrs. Bennet was really in a most pitiable state.,"[('Mrs', 'NNS'), ('.', '.'), ('Bennet', 'NNP'), ('was', 'VBD'), ('really', 'RB'), ('in', 'IN'), ('a', 'DT'), ('most', 'RBS'), ('pitiable', 'JJ'), ('state', 'NN'), ('.', '.')]"
1917,23,39,28,,5,5,3,1,6,5,3,3,0,"The very mention of anything concerning the match threw her into an agony of ill-humour, and wherever she went she was sure of hearing it talked of.","[('The', 'DT'), ('very', 'JJ'), ('mention', 'NN'), ('of', 'IN'), ('anything', 'NN'), ('concerning', 'VBG'), ('the', 'DT'), ('match', 'NN'), ('threw', 'VBD'), ('her', 'PRP'), ('into', 'IN'), ('an', 'DT'), ('agony', 'JJ'), ('of', 'IN'), ('ill', 'NN'), ('-', ':'), ('humour', 'PRP$'), (',', ','), ('and', 'CC'), ('wherever', 'RB'), ('she', 'PRP'), ('went', 'VBD'), ('she', 'PRP'), ('was', 'VBD'), ('sure', 'JJ'), ('of', 'IN'), ('hearing', 'NN'), ('it', 'PRP'), ('talked', 'VBD'), ('of', 'IN'), ('.', '.')]"
1918,23,40,9,,3,1,1,0,2,1,1,1,0,The sight of Miss Lucas was odious to her.,"[('The', 'DT'), ('sight', 'NN'), ('of', 'IN'), ('Miss', 'NNP'), ('Lucas', 'NNP'), ('was', 'VBD'), ('odious', 'JJ'), ('to', 'TO'), ('her', 'PRP$'), ('.', '.')]"
1919,23,41,12,,3,1,1,0,3,3,2,1,0,"As her successor in that house, she regarded her with jealous abhorrence.","[('As', 'IN'), ('her', 'PRP$'), ('successor', 'NN'), ('in', 'IN'), ('that', 'DT'), ('house', 'NN'), (',', ','), ('she', 'PRP'), ('regarded', 'VBD'), ('her', 'PRP$'), ('with', 'IN'), ('jealous', 'JJ'), ('abhorrence', 'NN'), ('.', '.')]"
1920,23,42,56,,12,13,2,3,15,7,8,4,0,"Whenever Charlotte came to see them, she concluded her to be anticipating the hour of possession; and whenever she spoke in a low voice to Mr. Collins, was convinced that they were talking of the Longbourn estate, and resolving to turn herself and her daughters out of the house, as soon as Mr. Bennet were dead.","[('Whenever', 'RB'), ('Charlotte', 'NNP'), ('came', 'VBD'), ('to', 'TO'), ('see', 'VB'), ('them', 'PRP'), (',', ','), ('she', 'PRP'), ('concluded', 'VBD'), ('her', 'PRP$'), ('to', 'TO'), ('be', 'VB'), ('anticipating', 'VBG'), ('the', 'DT'), ('hour', 'NN'), ('of', 'IN'), ('possession', 'NN'), (';', ':'), ('and', 'CC'), ('whenever', 'RB'), ('she', 'PRP'), ('spoke', 'VBD'), ('in', 'IN'), ('a', 'DT'), ('low', 'JJ'), ('voice', 'NN'), ('to', 'TO'), ('Mr', 'NNP'), ('.', '.'), ('Collins', 'NNP'), (',', ','), ('was', 'VBD'), ('convinced', 'VBN'), ('that', 'IN'), ('they', 'PRP'), ('were', 'VBD'), ('talking', 'VBG'), ('of', 'IN'), ('the', 'DT'), ('Longbourn', 'NNP'), ('estate', 'NN'), (',', ','), ('and', 'CC'), ('resolving', 'VBG'), ('to', 'TO'), ('turn', 'VB'), ('herself', 'PRP'), ('and', 'CC'), ('her', 'PRP$'), ('daughters', 'NNS'), ('out', 'IN'), ('of', 'IN'), ('the', 'DT'), ('house', 'NN'), (',', ','), ('as', 'IN'), ('soon', 'RB'), ('as', 'IN'), ('Mr', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), ('were', 'VBD'), ('dead', 'JJ'), ('.', '.')]"
1921,23,43,9,,1,1,0,1,2,2,1,2,0,She complained bitterly of all this to her husband.,"[('She', 'PRP'), ('complained', 'VBD'), ('bitterly', 'RB'), ('of', 'IN'), ('all', 'DT'), ('this', 'DT'), ('to', 'TO'), ('her', 'PRP$'), ('husband', 'NN'), ('.', '.')]"
1922,23,44,41,,10,9,2,4,9,6,7,1,2,"""Indeed, Mr. Bennet,"" said she, ""it is very hard to think that Charlotte Lucas should ever be mistress of this house, that I should be forced to make way for _her_, and live to see her take her place in it!""","[('""', 'NN'), ('Indeed', 'RB'), (',', ','), ('Mr', 'NNP'), ('.', '.'), ('Bennet', 'NNP'), (',""', 'NNP'), ('said', 'VBD'), ('she', 'PRP'), (',', ','), ('""', ':'), ('it', 'PRP'), ('is', 'VBZ'), ('very', 'RB'), ('hard', 'RB'), ('to', 'TO'), ('think', 'VB'), ('that', 'IN'), ('Charlotte', 'NNP'), ('Lucas', 'NNP'), ('should', 'MD'), ('ever', 'RB'), ('be', 'VB'), ('mistress', 'JJ'), ('of', 'IN'), ('this', 'DT'), ('house', 'NN'), (',', ','), ('that', 'IN'), ('I', 'PRP'), ('should', 'MD'), ('be', 'VB'), ('forced', 'VBN'), ('to', 'TO'), ('make', 'VB'), ('way', 'NN'), ('for', 'IN'), ('_her_', 'NNP'), (',', ','), ('and', 'CC'), ('live', 'JJ'), ('to', 'TO'), ('see', 'VB'), ('her', 'PRP'), ('take', 'VB'), ('her', 'PRP$'), ('place', 'NN'), ('in', 'IN'), ('it', 'PRP'), ('!""', ':')]"
1923,23,45,10,,5,2,1,1,1,1,2,0,0,"""My dear, do not give way to such gloomy thoughts.","[('""', 'NN'), ('My', 'PRP$'), ('dear', 'NN'), (',', ','), ('do', 'VBP'), ('not', 'RB'), ('give', 'VB'), ('way', 'NN'), ('to', 'TO'), ('such', 'JJ'), ('gloomy', 'NN'), ('thoughts', 'NNS'), ('.', '.')]"
